what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306775113858
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1306775116195
started,bundle,org.eclipse.compare,3.5.2.r35x_20100113-0800,"org.eclipse.compare",1306775116604
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306775126112
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1306775137794
opened,editor,com.android.ide.eclipse.adt,10.0.1.v201103111512-110841,"com.android.ide.eclipse.editors.layout.LayoutEditor",1306775163824
activated,editor,com.android.ide.eclipse.adt,10.0.1.v201103111512-110841,"com.android.ide.eclipse.editors.layout.LayoutEditor",1306775163974
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306775163986
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1306775163994
activated,editor,com.android.ide.eclipse.adt,10.0.1.v201103111512-110841,"com.android.ide.eclipse.editors.layout.LayoutEditor",1306775168879
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306775171847
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306775176580
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306775177549
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306775178679
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306775179408
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306775182745
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306775193383
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306775196694
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306775202226
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306775204638
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306775208850
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306775212591
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306775213557
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306775215226
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306775216034
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306775218029
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306775228446
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306775231364
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306775234980
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306775238097
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306775239083
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306775248550
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306775252830
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306775253760
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1306775257816
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306775259259
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306775273142
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1306775274955
opened,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1306775275160
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1306775275263
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306775279073
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306775281765
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306775284088
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306775284090
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306775284145
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306775289429
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1306775290719
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1306775290945
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306775292259
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306775298174
executed,command,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.commands.RunLast",1306775299447
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306775300668
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306775305182
executed,command,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.commands.RunLast",1306775305793
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306775306677
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306775318499
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306775320060
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306775334132
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306775335260
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306775337872
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306775339349
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306775339352
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306775351270
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306775351560
